seq_no,piece,PC,resolveDir
1050416,0,4254004,0,
1050431,0,4258400,0,
1050434,0,4258412,0,
1050442,0,4253860,0,
1050481,0,4257392,0,
1050488,0,4257420,0,
1050473,0,4254024,0,
1050502,0,4278320,0,
1050469,0,4254004,0,
1050501,0,4277992,1,
1050485,0,4257408,0,
1050492,0,4278384,1,
1050498,0,4278472,0,
1050526,0,4243420,1,
1050528,0,4243448,1,
1050550,0,4316864,0,
1050522,0,4243404,0,
1050532,0,4243468,0,
1050558,0,4316896,0,
1050593,0,4322868,0,
1050574,0,4316976,0,
1050579,0,4316992,1,
1050585,0,4317032,0,
1050602,0,4316940,0,
1050596,0,4322880,0,
1050685,0,4243836,0,
1050706,0,4252108,1,
1050611,0,4316976,0,
1050616,0,4316992,0,
1050620,0,4317004,1,
1050626,0,4317032,0,
1050664,0,4316940,1,
1050684,0,4243484,1,
1050784,0,4338080,1,
1050710,0,4252244,1,
1050645,0,4252976,1,
1050646,0,4252984,1,
1050721,0,4252336,0,
1050713,0,4252304,0,
1050654,0,4253132,1,
1050761,0,4337992,0,
1050733,0,4252384,0,
1050738,0,4252404,0,
1050758,0,4337980,0,
1050764,0,4338004,0,
1050729,0,4252368,0,
1050832,0,4410468,0,
1050718,0,4252324,0,
1050790,0,4338132,0,
1050797,0,4338364,1,
1050771,0,4338028,0,
1050788,0,4338124,0,
1050799,0,4338416,1,
1050796,0,4338156,1,
1050816,0,4252424,1,
1050838,0,4410492,1,
1050840,0,4410664,1,
1050845,0,4410700,1,
1050843,0,4410680,1,
1050909,0,3919912,0,
1050775,0,4338044,0,
1050848,0,4410780,0,
1050924,0,3919968,1,
1050928,0,3920048,1,
1050921,0,3919956,0,
1050936,0,3921044,1,
1050927,0,3920044,0,
1050931,0,3920320,1,
1050960,0,4316164,1,
1050971,0,3909720,0,
1050973,0,3909728,0,
1050985,0,3909776,1,
1050987,0,3909876,0,
1051007,0,4316164,1,
1050984,0,3909772,0,
1050991,0,3909892,0,
1050990,0,3909888,0,
1050995,0,3909908,1,
1051067,0,3840524,0,
1051069,0,3840532,1,
1051089,0,3845184,1,
1051093,0,3845244,1,
1051154,0,4316976,0,
1051159,0,4316992,0,
1051163,0,4317004,1,
1051169,0,4317032,0,
1051209,0,4316164,1,
1051106,0,3845380,1,
1051112,0,3845420,0,
1051130,0,4316864,0,
1051138,0,4316896,0,
1051180,0,4316940,1,
1051245,0,3896612,1,
1051256,0,4316164,1,
1051278,0,3896844,0,
1051304,0,4316164,1,
1051366,0,4316164,1,
1051273,0,3896788,1,
1051281,0,3896856,1,
1051291,0,3897104,1,
1051289,0,3897056,1,
1051402,0,3896612,1,
1051413,0,4316164,1,
1051320,0,3909428,0,
1051336,0,3909492,0,
1051354,0,3909668,0,
1051327,0,3909456,0,
1051343,0,3909520,1,
1051542,0,3395804,1,
1051482,0,3925036,0,
1051489,0,3925244,0,
1051490,0,3925248,0,
1051492,0,3925256,1,
1051455,0,3923128,0,
1051487,0,3925056,1,
1051459,0,3923236,0,
1051537,0,3395752,0,
1051559,0,3395884,1,
1051541,0,3395800,0,
1051573,0,3399620,0,
1051467,0,3924180,1,
1051524,0,3395696,0,
1051553,0,3395860,0,
1051575,0,3399628,0,
1051613,0,3400280,1,
1051570,0,3399316,1,
1051547,0,3395836,0,
1051568,0,3399268,1,
1051566,0,3396188,1,
1051578,0,3399640,1,
1051530,0,3395716,1,
1051642,0,3925752,1,
1051540,0,3395764,1,
1051619,0,3401272,1,
1051591,0,3399916,0,
1051650,0,3925908,1,
1051590,0,3399912,0,
1051659,0,3926492,1,
1051685,0,4316164,1,
1051605,0,3399972,1,
1051598,0,3399944,0,
1051729,0,3913280,1,
1051732,0,3913492,0,
1051734,0,3913500,1,
1051709,0,3912976,1,
1051645,0,3925888,0,
1051736,0,3913748,0,
1051738,0,3913756,0,
1051740,0,3913764,1,
1051608,0,3399944,1,
1051618,0,3400948,1,
1051792,0,4385636,1,
1051603,0,3399964,0,
1051822,0,4316164,1,
1051764,0,4385412,1,
1051783,0,4385532,1,
1051767,0,4385440,0,
1051800,0,3913908,0,
1051837,0,3896428,1,
1051851,0,4316164,1,
1051719,0,3913152,1,
1051721,0,3913172,1,
1051724,0,3913216,1,
1051746,0,3913880,0,
1051867,0,3745016,0,
1051726,0,3913268,0,
1051886,0,3745116,1,
1051893,0,3745228,1,
1051892,0,3745172,1,
1051885,0,3745088,1,
1051939,0,4385636,1,
1051962,0,4316164,1,
1051911,0,4385412,1,
1051930,0,4385532,1,
1051914,0,4385440,0,
1051947,0,3745288,1,
1051978,0,3901968,1,
1051988,0,3902036,0,
1052012,0,3902132,1,
1052026,0,4316164,1,
1051998,0,3902076,0,
1052016,0,3902188,1,
1051992,0,3902052,0,
1052055,0,3898068,1,
1052056,0,3898156,1,
1052063,0,3899124,0,
1052081,0,4341396,0,
1052061,0,3898996,1,
1052088,0,4341420,0,
1052093,0,4341440,1,
1052128,0,4343840,1,
1052123,0,4343808,1,
1052115,0,4341600,1,
1052119,0,4342052,0,
1052122,0,4342064,1,
1052137,0,4343888,1,
1052151,0,3899148,1,
1052100,0,4341480,0,
1052103,0,4341492,0,
1052170,0,4316164,1,
1052206,0,3896612,1,
1052217,0,4316164,1,
1052246,0,4316164,1,
1052272,0,3902036,0,
1052289,0,4316164,1,
1052279,0,3902188,1,
1052276,0,3902052,1,
1052318,0,3898068,1,
1052232,0,3896428,1,
1052319,0,3898156,1,
1052262,0,3901968,1,
1052326,0,3899124,0,
1052344,0,4341396,0,
1052324,0,3898996,1,
1052351,0,4341420,0,
1052356,0,4341440,1,
1052391,0,4343840,1,
1052378,0,4341600,1,
1052386,0,4343808,1,
1052400,0,4343888,1,
1052363,0,4341480,0,
1052366,0,4341492,0,
1052382,0,4342052,0,
1052385,0,4342064,1,
1052414,0,3899148,1,
1052433,0,4316164,1,
1052469,0,3896612,1,
1052480,0,4316164,1,
1052508,0,3844476,1,
1052531,0,3844612,1,
1052537,0,3844684,1,
1052501,0,3844308,1,
1052596,0,4316164,1,
1052549,0,3844776,0,
1052613,0,3896788,1,
1052618,0,3896844,0,
1052644,0,4316164,1,
1052660,0,3901968,1,
1052621,0,3896856,1,
1052631,0,3897104,1,
1052629,0,3897056,1,
1052670,0,3902036,1,
1052680,0,4316164,1,
1052707,0,3746296,1,
1052729,0,4316164,1,
1052702,0,3746240,1,
1052781,0,4316164,1,
1052701,0,3746212,1,
1052769,0,3897876,0,
1052798,0,3896788,1,
1052803,0,3896844,0,
1052829,0,4316164,1,
1052741,0,3897744,0,
1052753,0,3897792,1,
1052755,0,3897912,0,
1052845,0,3901968,1,
1052806,0,3896856,1,
1052816,0,3897104,1,
1052752,0,3897788,0,
1052759,0,3897928,0,
1052814,0,3897056,1,
1052855,0,3902036,1,
1052865,0,4316164,1,
1052758,0,3897924,0,
1052763,0,3897944,1,
1052892,0,3746296,1,
1052914,0,4316164,1,
1052887,0,3746240,1,
1052966,0,4316164,1,
1052886,0,3746212,1,
1052954,0,3897876,0,
1053074,0,3395752,0,
1053079,0,3395804,1,
1053096,0,3395884,1,
1053035,0,3925036,1,
1052926,0,3897744,0,
1052938,0,3897792,1,
1052940,0,3897912,0,
1053008,0,3923128,0,
1053012,0,3923236,0,
1052937,0,3897788,0,
1052944,0,3897928,0,
1052943,0,3897924,0,
1052948,0,3897944,1,
1053078,0,3395800,0,
1053110,0,3399620,0,
1053020,0,3924180,1,
1053061,0,3395696,0,
1053090,0,3395860,0,
1053112,0,3399628,0,
1053107,0,3399316,1,
1053084,0,3395836,0,
1053105,0,3399268,1,
1053103,0,3396188,1,
1053115,0,3399640,1,
1053067,0,3395716,1,
1053077,0,3395764,1,
1053128,0,3399916,0,
1053127,0,3399912,0,
1053135,0,3399944,1,
1053143,0,3400292,1,
1053150,0,3401272,1,
1053149,0,3401124,1,
1053140,0,3400280,0,
1053148,0,3401120,0,
1053181,0,3923212,1,
1053170,0,3923172,0,
1053184,0,3923236,0,
1053172,0,3923180,0,
1053176,0,3923196,0,
1053257,0,3924692,0,
1053201,0,3902260,1,
1053213,0,3902668,1,
1053223,0,3923672,0,
1053225,0,3923524,1,
1053212,0,3902316,1,
1053228,0,3923592,1,
1053232,0,3923644,1,
1053265,0,3925268,0,
1053266,0,3925272,0,
1053268,0,3925280,1,
1053314,0,3926220,1,
1053244,0,3924360,0,
1053263,0,3925160,1,
1053291,0,3289204,0,
1053302,0,3289372,1,
1053318,0,3926284,0,
1053250,0,3924384,1,
1053254,0,3924680,0,
1053328,0,3926492,1,
1053292,0,3289208,1,
1053354,0,4316164,1,
1053296,0,3289348,0,
1053315,0,3926272,0,
1053462,0,3395752,0,
1053467,0,3395804,1,
1053300,0,3289364,0,
1053484,0,3395884,1,
1053423,0,3925036,1,
1053396,0,3923128,0,
1053400,0,3923236,0,
1053547,0,3401124,1,
1053466,0,3395800,0,
1053498,0,3399620,0,
1053538,0,3400280,0,
1053408,0,3924180,1,
1053449,0,3395696,0,
1053478,0,3395860,0,
1053500,0,3399628,0,
1053495,0,3399316,1,
1053472,0,3395836,0,
1053493,0,3399268,1,
1053579,0,3923212,1,
1053491,0,3396188,1,
1053503,0,3399640,1,
1053455,0,3395716,1,
1053582,0,3923236,0,
1053465,0,3395764,1,
1053548,0,3401272,1,
1053516,0,3399916,0,
1053655,0,3924692,0,
1053515,0,3399912,0,
1053530,0,3399972,1,
1053541,0,3400292,1,
1053523,0,3399944,0,
1053663,0,3925268,0,
1053664,0,3925272,0,
1053666,0,3925280,1,
1053712,0,3926220,1,
1053568,0,3923172,0,
1053642,0,3924360,0,
1053661,0,3925160,1,
1053533,0,3399944,1,
1053546,0,3401120,0,
1053570,0,3923180,0,
1053574,0,3923196,0,
1053528,0,3399964,0,
1053648,0,3924384,1,
1053652,0,3924680,0,
1053599,0,3902260,1,
1053611,0,3902668,1,
1053726,0,3926492,1,
1053621,0,3923672,0,
1053623,0,3923524,1,
1053690,0,3289208,1,
1053752,0,4316164,1,
1053610,0,3902316,1,
1053792,0,4413520,0,
1053626,0,3923592,1,
1053630,0,3923644,1,
1053689,0,3289204,0,
1053716,0,3926284,0,
1053700,0,3289372,1,
1053713,0,3926272,0,
1053798,0,4414076,0,
1053853,0,4316164,1,
1053694,0,3289348,0,
1053698,0,3289364,0,
1053813,0,4413640,1,
1053865,0,3897744,0,
1053877,0,3897792,1,
1053879,0,3897912,0,
1053893,0,4316164,1,
1053803,0,4414096,1,
1053794,0,4413528,1,
1053876,0,3897788,0,
1053883,0,3897928,1,
1053882,0,3897924,0,
1053773,0,3737560,1,
1053818,0,4413696,1,
1053807,0,4413616,0,
1053814,0,4413680,0,
1053820,0,4414152,1,
1053953,0,3840524,0,
1053955,0,3840532,1,
1053975,0,3845184,1,
1053979,0,3845244,1,
1054040,0,4316976,0,
1054045,0,4316992,0,
1054049,0,4317004,1,
1054055,0,4317032,0,
1054095,0,4316164,1,
1053992,0,3845380,1,
1053998,0,3845420,0,
1054016,0,4316864,0,
1054024,0,4316896,0,
1054066,0,4316940,1,
1054131,0,3896612,1,
1054142,0,4316164,1,
1054164,0,3896844,0,
1054190,0,4316164,1,
1054216,0,3902036,1,
1054226,0,4316164,1,
1054159,0,3896788,1,
1054167,0,3896856,1,
1054177,0,3897104,1,
1054175,0,3897056,1,
1054206,0,3901968,1,
1054275,0,4316164,1,
1054248,0,3746032,1,
1054325,0,4316164,1,
1054253,0,3746088,1,
1054247,0,3746004,1,
1054347,0,3896844,0,
1054373,0,4316164,1,
1054342,0,3896788,1,
1054286,0,3909720,0,
1054389,0,3901968,1,
1054288,0,3909728,0,
1054300,0,3909776,1,
1054302,0,3909876,0,
1054399,0,3902036,1,
1054409,0,4316164,1,
1054350,0,3896856,1,
1054360,0,3897104,1,
1054358,0,3897056,1,
1054299,0,3909772,0,
1054306,0,3909892,1,
1054305,0,3909888,0,
1054458,0,4316164,1,
1054436,0,3746088,1,
1054431,0,3746032,1,
1054430,0,3746004,1,
1054498,0,4316164,1,
1054534,0,3896612,1,
1054545,0,4316164,1,
1054470,0,3897744,0,
1054482,0,3897792,1,
1054484,0,3897912,0,
1054571,0,3902036,1,
1054581,0,4316164,1,
1054481,0,3897788,0,
1054488,0,3897928,1,
1054487,0,3897924,0,
1054622,0,4316164,1,
1054561,0,3901968,1,
1054653,0,3899576,1,
1054657,0,3899696,0,
1054761,0,4317228,1,
1054667,0,3899736,0,
1054685,0,4316864,0,
1054593,0,3897744,0,
1054605,0,3897792,0,
1054608,0,3897804,0,
1054612,0,3897820,1,
1054693,0,4316896,0,
1054769,0,4316940,1,
1054607,0,3897800,0,
1054709,0,4316976,1,
1054712,0,4317032,0,
1054604,0,3897788,0,
1054611,0,3897816,0,
1054798,0,4316164,1,
1054820,0,3926736,1,
1054740,0,4317432,1,
1054736,0,4317260,1,
1054743,0,4318440,0,
1054850,0,3926984,0,
1054906,0,4316164,1,
1054866,0,3927660,0,
1054831,0,3926812,0,
1054853,0,3926996,1,
1054840,0,3926872,1,
1054856,0,3927512,0,
1054918,0,3897744,0,
1054930,0,3897792,1,
1054932,0,3897912,0,
1054958,0,4316164,1,
1054834,0,3926824,0,
1054879,0,3927708,1,
1054946,0,3897876,0,
1054929,0,3897788,0,
1054936,0,3897928,0,
1054861,0,3927568,1,
1054935,0,3897924,0,
1054940,0,3897944,1,
1054994,0,3896612,1,
1055005,0,4316164,1,
1054882,0,3927932,0,
1054867,0,3927664,0,
1055031,0,3902036,1,
1055041,0,4316164,1,
1055070,0,4316164,1,
1055021,0,3901968,1,
1055056,0,3896428,1,
1055110,0,4413520,0,
1055121,0,4414096,1,
1055112,0,4413528,1,
1055167,0,4316164,1,
1055125,0,4413616,0,
1055179,0,3897744,0,
1055191,0,3897792,1,
1055193,0,3897912,0,
1055132,0,4413680,1,
1055207,0,4316164,1,
1055190,0,3897788,0,
1055197,0,3897928,1,
1055196,0,3897924,0,
1055243,0,3896612,1,
1055254,0,4316164,1,
1055283,0,4316164,1,
1055305,0,3896844,0,
1055331,0,4316164,1,
1055360,0,3898068,1,
1055269,0,3896428,1,
1055300,0,3896788,1,
1055361,0,3898156,1,
1055308,0,3896856,1,
1055318,0,3897104,1,
1055316,0,3897056,1,
1055368,0,3899124,0,
1055386,0,4341396,0,
1055366,0,3898996,1,
1055393,0,4341420,0,
1055398,0,4341440,1,
1055433,0,4343840,1,
1055420,0,4341600,1,
1055428,0,4343808,1,
1055442,0,4343888,1,
1055405,0,4341480,0,
1055408,0,4341492,0,
1055424,0,4342052,0,
1055427,0,4342064,1,
1055456,0,3899148,1,
1055475,0,4316164,1,
1055506,0,3899576,1,
1055510,0,3899696,1,
1055521,0,4316164,1,
1055549,0,3844476,1,
1055542,0,3844308,1,
1055572,0,3844612,1,
1055578,0,3844684,1,
1055637,0,4316164,1,
1055590,0,3844776,0,
1055745,0,3395752,0,
1055750,0,3395804,1,
1055767,0,3395884,1,
1055706,0,3925036,1,
1055679,0,3923128,0,
1055683,0,3923236,0,
1055749,0,3395800,0,
1055781,0,3399620,0,
1055820,0,3401124,1,
1055691,0,3924180,1,
1055811,0,3400280,0,
1055732,0,3395696,0,
1055852,0,3923212,1,
1055776,0,3399268,1,
1055855,0,3923236,0,
1055774,0,3396188,1,
1055738,0,3395716,1,
1055748,0,3395764,1,
1054871,0,3927680,0,
1054870,0,3927676,0,
1055761,0,3395860,0,
1055783,0,3399628,0,
1055799,0,3399916,0,
1055778,0,3399316,1,
1055091,0,3737560,1,
1055116,0,4414076,0,
1055755,0,3395836,0,
1055928,0,3924692,0,
1055936,0,3925268,0,
1055937,0,3925272,0,
1055939,0,3925280,1,
1055934,0,3925160,1,
1055985,0,3926220,1,
1055915,0,3924360,0,
1055921,0,3924384,1,
1055925,0,3924680,0,
1055963,0,3289208,1,
1055999,0,3926492,1,
1056025,0,4316164,1,
1056079,0,3919520,1,
1056054,0,3919076,1,
1056050,0,3918932,1,
1056086,0,3919616,1,
1056103,0,3919736,1,
1056066,0,3919428,1,
1056077,0,3919512,0,
1056088,0,3919572,1,
1056098,0,3919584,1,
1056095,0,3919648,1,
1055786,0,3399640,1,
1055131,0,4413640,1,
1055134,0,4414152,1,
1055821,0,3401272,1,
1056164,0,4241160,0,
1056150,0,4240544,0,
1056238,0,4242184,1,
1056167,0,4241172,1,
1056221,0,4241896,0,
1056228,0,4241924,0,
1056184,0,4241344,0,
1056236,0,4242100,1,
1056274,0,4242452,0,
1056214,0,4241456,1,
1056264,0,4242368,1,
1056267,0,4242424,0,
1056279,0,4243296,0,
1056293,0,4243344,1,
1056320,0,4253228,1,
1056367,0,4253616,1,
1056413,0,4253860,0,
1056343,0,4253352,1,
1056444,0,4254024,0,
1056464,0,4253860,0,
1056495,0,4254024,0,
1056509,0,4269236,1,
1056510,0,4269360,1,
1056519,0,4278320,1,
1056518,0,4277992,1,
1056536,0,4243404,1,
1056538,0,4243628,1,
1056560,0,4316864,0,
1056541,0,4243648,0,
1056568,0,4316896,0,
1056603,0,4322868,0,
1056584,0,4316976,0,
1056589,0,4316992,1,
1056595,0,4317032,0,
1056656,0,4316864,0,
1056633,0,4243672,1,
1056606,0,4322880,0,
1056612,0,4316940,1,
1056637,0,4245060,0,
1056664,0,4316896,0,
1056680,0,4316976,0,
1056685,0,4316992,0,
1056689,0,4317004,1,
1056695,0,4317032,0,
1056714,0,4252976,1,
1056768,0,3919912,1,
1056715,0,4252984,1,
1056752,0,4245076,1,
1056733,0,4316940,1,
1056771,0,3920844,0,
1056779,0,3920968,0,
1056723,0,4253132,1,
1056777,0,3920956,1,
1056802,0,4316164,1,
1056813,0,3909720,0,
1056815,0,3909728,0,
1055798,0,3399912,0,
1055814,0,3400292,1,
1055841,0,3923172,0,
1056827,0,3909776,1,
1056826,0,3909772,0,
1055843,0,3923180,0,
1055806,0,3399944,1,
1055819,0,3401120,0,
1055847,0,3923196,0,
1056829,0,3909876,0,
1056833,0,3909892,1,
1056832,0,3909888,0,
1056852,0,4316164,1,
1056881,0,4316164,1,
1056868,0,3711692,0,
1056870,0,3711700,1,
1055872,0,3902260,1,
1055884,0,3902668,1,
1055894,0,3923672,0,
1055896,0,3923524,1,
1055883,0,3902316,1,
1056898,0,3896788,1,
1056903,0,3896844,0,
1056906,0,3896856,1,
1056916,0,3897104,1,
1056914,0,3897056,1,
1055899,0,3923592,1,
1055962,0,3289204,0,
1055973,0,3289372,1,
1055989,0,3926284,0,
1055903,0,3923644,1,
1055986,0,3926272,0,
1056929,0,4316164,1,
1056945,0,3909428,0,
1056961,0,3909492,0,
1056979,0,3909668,0,
1056952,0,3909456,0,
1056968,0,3909520,1,
1055967,0,3289348,0,
1055971,0,3289364,0,
1056073,0,3919496,0,
1056145,0,4240524,0,
1056067,0,3919452,0,
1056154,0,4241120,0,
1056991,0,4316164,1,
1056456,0,4258440,0,
1056516,0,4277824,1,
1057022,0,3899576,1,
1057026,0,3899696,0,
1057047,0,4316164,1,
1057036,0,3899736,1,
1057089,0,3923128,0,
1057093,0,3923236,0,
1056100,0,3919692,1,
1056158,0,4241136,0,
1056177,0,4241316,0,
1056440,0,4254004,0,
1056491,0,4254004,0,
1056506,0,4258400,1,
1057116,0,3925036,1,
1057155,0,3395752,0,
1057160,0,3395804,1,
1057177,0,3395884,1,
1057101,0,3924180,1,
1057142,0,3395696,0,
1057159,0,3395800,0,
1057191,0,3399620,0,
1057171,0,3395860,0,
1057193,0,3399628,0,
1057186,0,3399268,1,
1057188,0,3399316,1,
1057184,0,3396188,1,
1057148,0,3395716,1,
1057165,0,3395836,0,
1057158,0,3395764,1,
1057196,0,3399640,1,
1057209,0,3399916,0,
1057208,0,3399912,0,
1057216,0,3399944,1,
1057224,0,3400292,1,
1057231,0,3401272,1,
1057230,0,3401124,1,
1057221,0,3400280,0,
1057229,0,3401120,0,
1057262,0,3923212,1,
1057251,0,3923172,0,
1057265,0,3923236,0,
1057253,0,3923180,0,
1057257,0,3923196,0,
1057338,0,3924692,0,
1057282,0,3902260,1,
1057294,0,3902668,1,
1057304,0,3923672,0,
1057306,0,3923524,1,
1057293,0,3902316,1,
1057309,0,3923592,1,
1057313,0,3923644,1,
1057346,0,3925268,0,
1057347,0,3925272,0,
1057349,0,3925280,1,
1057395,0,3926220,1,
1057325,0,3924360,0,
1057344,0,3925160,1,
1057372,0,3289204,0,
1057383,0,3289372,1,
1057399,0,3926284,0,
1057331,0,3924384,1,
1057335,0,3924680,0,
1057409,0,3926492,1,
1057373,0,3289208,1,
1057435,0,4316164,1,
1057377,0,3289348,0,
1057396,0,3926272,0,
1057489,0,3919520,1,
1057381,0,3289364,0,
1057464,0,3919076,1,
1057496,0,3919616,1,
1057460,0,3918932,1,
1057513,0,3919736,1,
1057574,0,4241160,0,
1057476,0,3919428,1,
1057487,0,3919512,0,
1057498,0,3919572,1,
1057508,0,3919584,1,
1057505,0,3919648,1,
1057560,0,4240544,0,
1057648,0,4242184,1,
1057577,0,4241172,1,
1057631,0,4241896,0,
1057638,0,4241924,0,
1057594,0,4241344,0,
1057646,0,4242100,1,
1057684,0,4242452,0,
1057624,0,4241456,1,
1057674,0,4242368,1,
1057677,0,4242424,0,
1057689,0,4243296,0,
1057703,0,4243344,1,
1057730,0,4253228,1,
1057777,0,4253616,1,
1057823,0,4253860,0,
1057753,0,4253352,1,
1057854,0,4254024,0,
1057874,0,4253860,0,
1057905,0,4254024,0,
1057919,0,4269236,1,
1057920,0,4269360,1,
1057929,0,4278320,1,
1057928,0,4277992,1,
1057946,0,4243404,1,
1057948,0,4243628,1,
1057970,0,4316864,0,
1057951,0,4243648,0,
1057978,0,4316896,0,
1058013,0,4322868,0,
1057994,0,4316976,0,
1057999,0,4316992,1,
1058005,0,4317032,0,
1058066,0,4316864,0,
1058043,0,4243672,1,
1058016,0,4322880,0,
1058022,0,4316940,1,
1058047,0,4245060,0,
1058074,0,4316896,0,
1058090,0,4316976,0,
1058095,0,4316992,0,
1058099,0,4317004,1,
1058105,0,4317032,0,
1058124,0,4252976,1,
1058178,0,3919912,1,
1058125,0,4252984,1,
1058162,0,4245076,1,
1058143,0,4316940,1,
1058181,0,3920844,0,
1058189,0,3920968,0,
1058133,0,4253132,1,
1058187,0,3920956,1,
1058212,0,4316164,1,
1058223,0,3909720,0,
1058225,0,3909728,0,
1058237,0,3909776,1,
1058239,0,3909876,0,
1058262,0,4316164,1,
1058236,0,3909772,0,
1058243,0,3909892,1,
1058242,0,3909888,0,
1058291,0,4316164,1,
1058278,0,3711692,0,
1058280,0,3711700,1,
1058308,0,3896788,1,
1058313,0,3896844,0,
1058339,0,4316164,1,
1058401,0,4316164,1,
1058316,0,3896856,1,
1058326,0,3897104,1,
1058324,0,3897056,1,
1058432,0,3899576,1,
1058436,0,3899696,0,
1058457,0,4316164,1,
1058355,0,3909428,0,
1058371,0,3909492,0,
1058389,0,3909668,0,
1058362,0,3909456,0,
1058378,0,3909520,1,
1058446,0,3899736,1,
1057483,0,3919496,0,
1057555,0,4240524,0,
1057477,0,3919452,0,
1057564,0,4241120,0,
1057510,0,3919692,1,
1057866,0,4258440,0,
1057568,0,4241136,0,
1057587,0,4241316,0,
1057850,0,4254004,0,
1057901,0,4254004,0,
1057926,0,4277824,1,
1058499,0,3923128,0,
1058503,0,3923236,0,
1058526,0,3925036,1,
1058565,0,3395752,0,
1058570,0,3395804,1,
1058587,0,3395884,1,
1058511,0,3924180,1,
1058552,0,3395696,0,
1058569,0,3395800,0,
1058601,0,3399620,0,
1058581,0,3395860,0,
1058603,0,3399628,0,
1058596,0,3399268,1,
1058598,0,3399316,1,
1058594,0,3396188,1,
1058558,0,3395716,1,
1058575,0,3395836,0,
1058568,0,3395764,1,
1058606,0,3399640,1,
1058619,0,3399916,0,
1058618,0,3399912,0,
1058626,0,3399944,1,
1058634,0,3400292,1,
1058640,0,3401124,1,
1058641,0,3401272,1,
1058631,0,3400280,0,
1058639,0,3401120,0,
1058672,0,3923212,1,
1058661,0,3923172,0,
1058675,0,3923236,0,
1058663,0,3923180,0,
1058667,0,3923196,0,
1058692,0,3902260,1,
1058704,0,3902668,1,
1058748,0,3924692,0,
1058714,0,3923672,0,
1058716,0,3923524,1,
1058703,0,3902316,1,
1058719,0,3923592,1,
1058723,0,3923644,1,
1058756,0,3925268,0,
1058757,0,3925272,0,
1058759,0,3925280,1,
1058754,0,3925160,1,
1058782,0,3289204,0,
1058805,0,3926220,1,
1058735,0,3924360,0,
1058793,0,3289372,1,
1058809,0,3926284,0,
1058741,0,3924384,1,
1058745,0,3924680,0,
1058783,0,3289208,1,
1058819,0,3926492,1,
1058845,0,4316164,1,
1058787,0,3289348,0,
1058806,0,3926272,0,
1058874,0,3919076,1,
1058870,0,3918932,1,
1058791,0,3289364,0,
1057916,0,4258400,1,
1058893,0,3919496,0,
1058899,0,3919520,1,
1058906,0,3919616,1,
1058886,0,3919428,1,
1058923,0,3919736,1,
1058887,0,3919452,0,
1058897,0,3919512,0,
1058908,0,3919572,1,
1058918,0,3919584,1,
1058920,0,3919692,1,
1058915,0,3919648,1,
1058974,0,4241120,0,
1058984,0,4241160,0,
1058965,0,4240524,0,
1058970,0,4240544,0,
1059058,0,4242184,1,
1058987,0,4241172,1,
1058978,0,4241136,0,
1059041,0,4241896,0,
1059048,0,4241924,0,
1059004,0,4241344,0,
1059056,0,4242100,1,
1058997,0,4241316,0,
1059094,0,4242452,0,
1059034,0,4241456,1,
1059084,0,4242368,1,
1059087,0,4242424,0,
1059099,0,4243296,0,
1059113,0,4243344,1,
1059140,0,4253228,1,
1059233,0,4253860,0,
1059187,0,4253616,1,
1059163,0,4253352,1,
1059264,0,4254024,0,
1059284,0,4253860,0,
1059260,0,4254004,0,
1059276,0,4258440,0,
1059315,0,4254024,0,
1059311,0,4254004,0,
1059329,0,4269236,1,
1059330,0,4269360,1,
1059339,0,4278320,1,
1059338,0,4277992,1,
1059356,0,4243404,1,
1059336,0,4277824,1,
1059358,0,4243628,1,
1059380,0,4316864,0,
1059361,0,4243648,0,
1059388,0,4316896,0,
1059423,0,4322868,0,
1059453,0,4243672,1,
1059404,0,4316976,0,
1059409,0,4316992,1,
1059415,0,4317032,0,
1059476,0,4316864,0,
1059432,0,4316940,1,
1059457,0,4245060,0,
1059484,0,4316896,0,
1059426,0,4322880,0,
1059500,0,4316976,0,
1059505,0,4316992,0,
1059509,0,4317004,1,
1059515,0,4317032,0,
1059588,0,3919912,1,
1059553,0,4316940,1,
1059572,0,4245076,1,
1059534,0,4252976,1,
1059535,0,4252984,1,
1059591,0,3920844,0,
1059599,0,3920968,0,
1059597,0,3920956,1,
1059543,0,4253132,1,
1059622,0,4316164,1,
1059633,0,3909720,0,
1059635,0,3909728,0,
1059647,0,3909776,1,
1059649,0,3909876,0,
1059672,0,4316164,1,
1059646,0,3909772,0,
1059653,0,3909892,1,
1059652,0,3909888,0,
1059701,0,4316164,1,
1059688,0,3711692,0,
1059690,0,3711700,1,
1059718,0,3896788,1,
1059723,0,3896844,0,
1059749,0,4316164,1,
1059811,0,4316164,1,
1059726,0,3896856,1,
1059736,0,3897104,1,
1059734,0,3897056,1,
1059842,0,3899576,1,
1059846,0,3899696,0,
1059867,0,4316164,1,
1059765,0,3909428,0,
1059781,0,3909492,0,
1059799,0,3909668,0,
1059772,0,3909456,0,
1059788,0,3909520,1,
1059856,0,3899736,1,
1059975,0,3395752,0,
1059980,0,3395804,1,
1059936,0,3925036,1,
1059997,0,3395884,1,
1059909,0,3923128,0,
1059913,0,3923236,0,
1059979,0,3395800,0,
1060011,0,3399620,0,
1059921,0,3924180,1,
1060050,0,3401124,1,
1059962,0,3395696,0,
1060041,0,3400280,0,
1059991,0,3395860,0,
1060013,0,3399628,0,
1060008,0,3399316,1,
1060082,0,3923212,1,
